Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month,Day,Year,Weekday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-02-14,2,14,2023,Tuesday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-04-28,4,28,2023,Friday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-09-06,9,6,2023,Wednesday
Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-01-10,1,10,2023,Tuesday
Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-04-23,4,23,2023,Sunday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-02-26,2,26,2023,Sunday
Cookie,3.0,1.0,3.0,Cash,In-store,2023-01-22,1,22,2023,Sunday
Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-10,3,10,2023,Friday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-28,1,28,2023,Saturday
Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-08-11,8,11,2023,Friday
Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-11-18,11,18,2023,Saturday
Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-01-09,1,9,2023,Monday
Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-12-03,12,3,2023,Sunday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-10-26,10,26,2023,Thursday
Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-08,10,8,2023,Sunday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-08-06,8,6,2023,Sunday
Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-07-02,7,2,2023,Sunday
Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-06-15,6,15,2023,Thursday
Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-11,1,11,2023,Wednesday
Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-10-02,10,2,2023,Monday
Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-03-25,3,25,2023,Saturday
Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-11-02,11,2,2023,Thursday
Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-01-27,1,27,2023,Friday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-12-29,12,29,2023,Friday
Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-20,10,20,2023,Friday
Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-11-01,11,1,2023,Wednesday
Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-14,7,14,2023,Friday
Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-12-29,12,29,2023,Friday
Salad,3.0,5.0,15.0,Cash,Takeaway,2023-06-30,6,30,2023,Friday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-02-15,2,15,2023,Wednesday
Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-16,11,16,2023,Thursday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-07-02,7,2,2023,Sunday
Juice,3.0,3.0,9.0,Cash,In-store,2023-05-21,5,21,2023,Sunday
Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-05-25,5,25,2023,Thursday
Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-31,10,31,2023,Tuesday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-02-24,2,24,2023,Friday
Tea,2.0,1.5,3.0,Cash,Takeaway,2023-02-27,2,27,2023,Monday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-12-09,12,9,2023,Saturday
Smoothie,2.0,4.0,8.0,Cash,In-store,2023-04-06,4,6,2023,Thursday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-02,11,2,2023,Thursday
Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-07-27,7,27,2023,Thursday
Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-03,3,3,2023,Friday
Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-02-06,2,6,2023,Monday
Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-09-19,9,19,2023,Tuesday
Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-02-21,2,21,2023,Tuesday
Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-08-12,8,12,2023,Saturday
Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-27,9,27,2023,Wednesday
Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-18,8,18,2023,Friday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-12-16,12,16,2023,Saturday
Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-03-11,3,11,2023,Saturday
Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-05-21,5,21,2023,Sunday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-02-23,2,23,2023,Thursday
Juice,2.0,3.0,6.0,Cash,Takeaway,2023-06-07,6,7,2023,Wednesday
Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-05-12,5,12,2023,Friday
Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-07-06,7,6,2023,Thursday
Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-06-20,6,20,2023,Tuesday
Salad,1.0,5.0,5.0,Cash,Takeaway,2023-12-22,12,22,2023,Friday
Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-02,9,2,2023,Saturday
Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-01-14,1,14,2023,Saturday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-08-09,8,9,2023,Wednesday
Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-02-27,2,27,2023,Monday
Coffee,1.0,2.0,2.0,Cash,In-store,2023-05-14,5,14,2023,Sunday
Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-07-18,7,18,2023,Tuesday
Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-08,10,8,2023,Sunday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-03-21,3,21,2023,Tuesday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-08-16,8,16,2023,Wednesday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-04-20,4,20,2023,Thursday
Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-26,11,26,2023,Sunday
Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-10-10,10,10,2023,Tuesday
Salad,1.0,5.0,5.0,Cash,Takeaway,2023-05-10,5,10,2023,Wednesday
Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-28,2,28,2023,Tuesday
Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-02,2,2,2023,Thursday
Juice,5.0,3.0,15.0,Cash,Takeaway,2023-01-28,1,28,2023,Saturday
Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-08-14,8,14,2023,Monday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-09-26,9,26,2023,Tuesday
Juice,3.0,3.0,9.0,Cash,In-store,2023-03-15,3,15,2023,Wednesday
Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-01-13,1,13,2023,Friday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-02-06,2,6,2023,Monday
Cookie,5.0,1.0,5.0,Cash,In-store,2023-10-16,10,16,2023,Monday
Cake,1.0,3.0,3.0,Cash,In-store,2023-07-15,7,15,2023,Saturday
Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-28,5,28,2023,Sunday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-03-26,3,26,2023,Sunday
Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-04-23,4,23,2023,Sunday
Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-17,11,17,2023,Friday
Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-12-20,12,20,2023,Wednesday
Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-06-10,6,10,2023,Saturday
Cake,1.0,3.0,3.0,Cash,Takeaway,2023-07-12,7,12,2023,Wednesday
Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-12-04,12,4,2023,Monday
Tea,5.0,1.5,7.5,Credit Card,In-store,2023-02-08,2,8,2023,Wednesday
Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-10-21,10,21,2023,Saturday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-08,9,8,2023,Friday
Cookie,1.0,1.0,1.0,Cash,In-store,2023-06-07,6,7,2023,Wednesday
Tea,4.0,1.5,6.0,Cash,Takeaway,2023-06-19,6,19,2023,Monday
Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-09-11,9,11,2023,Monday
Cake,4.0,3.0,12.0,Credit Card,In-store,2023-12-27,12,27,2023,Wednesday
Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-01,2,1,2023,Wednesday
Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-04,10,4,2023,Wednesday
Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-02-12,2,12,2023,Sunday
Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-03-14,3,14,2023,Tuesday
Cake,1.0,3.0,3.0,Cash,In-store,2023-03-02,3,2,2023,Thursday
Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-05-29,5,29,2023,Monday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-09-29,9,29,2023,Friday
Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-04-20,4,20,2023,Thursday
Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-22,4,22,2023,Saturday
Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-07-31,7,31,2023,Monday
Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-05,1,5,2023,Thursday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-08-25,8,25,2023,Friday
Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-07-28,7,28,2023,Friday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-31,3,31,2023,Friday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-05-16,5,16,2023,Tuesday
Sandwich,4.0,4.0,16.0,Cash,In-store,2023-02-20,2,20,2023,Monday
Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-12-08,12,8,2023,Friday
Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-08-03,8,3,2023,Thursday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-08-03,8,3,2023,Thursday
Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-06-06,6,6,2023,Tuesday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-08,1,8,2023,Sunday
Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-02-18,2,18,2023,Saturday
Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-13,6,13,2023,Tuesday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-24,12,24,2023,Sunday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-12-15,12,15,2023,Friday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-07-31,7,31,2023,Monday
Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-10-22,10,22,2023,Sunday
Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-03-28,3,28,2023,Tuesday
Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-06,3,6,2023,Monday
Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-04-14,4,14,2023,Friday
Cake,4.0,3.0,12.0,Credit Card,In-store,2023-02-11,2,11,2023,Saturday
Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-30,1,30,2023,Monday
Salad,2.0,5.0,10.0,Cash,Takeaway,2023-09-11,9,11,2023,Monday
Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-09,4,9,2023,Sunday
Tea,4.0,1.5,6.0,Cash,In-store,2023-10-07,10,7,2023,Saturday
Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-20,8,20,2023,Sunday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-16,4,16,2023,Sunday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-02-23,2,23,2023,Thursday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-23,12,23,2023,Saturday
Tea,4.0,1.5,6.0,Cash,Takeaway,2023-08-19,8,19,2023,Saturday
Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-12-22,12,22,2023,Friday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-05,3,5,2023,Sunday
Tea,4.0,1.5,6.0,Cash,Takeaway,2023-11-25,11,25,2023,Saturday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-07-10,7,10,2023,Monday
Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-07-02,7,2,2023,Sunday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-11-17,11,17,2023,Friday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-03,6,3,2023,Saturday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-03-24,3,24,2023,Friday
Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-07-23,7,23,2023,Sunday
Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-07-29,7,29,2023,Saturday
Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-01-03,1,3,2023,Tuesday
Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-01-05,1,5,2023,Thursday
Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-03-15,3,15,2023,Wednesday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-12,3,12,2023,Sunday
Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-16,8,16,2023,Wednesday
Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-08-03,8,3,2023,Thursday
Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-05,6,5,2023,Monday
Juice,5.0,3.0,15.0,Credit Card,In-store,2023-03-21,3,21,2023,Tuesday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-19,10,19,2023,Thursday
Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-01-07,1,7,2023,Saturday
Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-29,11,29,2023,Wednesday
Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-27,10,27,2023,Friday
Tea,4.0,1.5,6.0,Credit Card,In-store,2023-07-14,7,14,2023,Friday
Cake,3.0,3.0,9.0,Credit Card,In-store,2023-05-21,5,21,2023,Sunday
Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-10-19,10,19,2023,Thursday
Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-08-06,8,6,2023,Sunday
Cake,2.0,3.0,6.0,Cash,In-store,2023-07-05,7,5,2023,Wednesday
Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-01-17,1,17,2023,Tuesday
Tea,4.0,1.5,6.0,Credit Card,In-store,2023-12-22,12,22,2023,Friday
Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-20,7,20,2023,Thursday
Juice,2.0,3.0,6.0,Cash,Takeaway,2023-03-25,3,25,2023,Saturday
Cookie,1.0,1.0,1.0,Cash,In-store,2023-03-20,3,20,2023,Monday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-12-24,12,24,2023,Sunday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-05-14,5,14,2023,Sunday
Cake,5.0,3.0,15.0,Cash,Takeaway,2023-11-06,11,6,2023,Monday
Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-09-16,9,16,2023,Saturday
Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-07-29,7,29,2023,Saturday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-07-31,7,31,2023,Monday
Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-08-19,8,19,2023,Saturday
Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-05-07,5,7,2023,Sunday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-22,1,22,2023,Sunday
Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-08-10,8,10,2023,Thursday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-10-24,10,24,2023,Tuesday
Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-16,5,16,2023,Tuesday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-26,2,26,2023,Sunday
Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-09-02,9,2,2023,Saturday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-19,1,19,2023,Thursday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-08-13,8,13,2023,Sunday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-10-20,10,20,2023,Friday
Salad,3.0,5.0,15.0,Cash,In-store,2023-08-28,8,28,2023,Monday
Smoothie,2.0,4.0,8.0,Cash,In-store,2023-06-21,6,21,2023,Wednesday
Cake,3.0,3.0,9.0,Cash,Takeaway,2023-09-15,9,15,2023,Friday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-03-25,3,25,2023,Saturday
Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-02,3,2,2023,Thursday
Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-09,12,9,2023,Saturday
Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-12-13,12,13,2023,Wednesday
Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-03-28,3,28,2023,Tuesday
Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-24,10,24,2023,Tuesday
Cookie,1.0,1.0,1.0,Cash,In-store,2023-05-27,5,27,2023,Saturday
Smoothie,5.0,4.0,20.0,Cash,In-store,2023-01-14,1,14,2023,Saturday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-20,6,20,2023,Tuesday
Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-06-29,6,29,2023,Thursday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-10-22,10,22,2023,Sunday
Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-27,10,27,2023,Friday
Tea,2.0,1.5,3.0,Cash,Takeaway,2023-01-09,1,9,2023,Monday
Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-05,8,5,2023,Saturday
Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-11-10,11,10,2023,Friday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-18,10,18,2023,Wednesday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-10-19,10,19,2023,Thursday
Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-05-19,5,19,2023,Friday
Juice,3.0,3.0,9.0,Cash,Takeaway,2023-04-21,4,21,2023,Friday
Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-11-10,11,10,2023,Friday
Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-11-09,11,9,2023,Thursday
Tea,5.0,1.5,7.5,Cash,In-store,2023-08-10,8,10,2023,Thursday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-05-13,5,13,2023,Saturday
Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-09-14,9,14,2023,Thursday
Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-02-20,2,20,2023,Monday
Cookie,4.0,1.0,4.0,Cash,In-store,2023-10-19,10,19,2023,Thursday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-07-07,7,7,2023,Friday
Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-17,11,17,2023,Friday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-16,8,16,2023,Wednesday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-12-01,12,1,2023,Friday
Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-05-21,5,21,2023,Sunday
Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-08-22,8,22,2023,Tuesday
Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-17,1,17,2023,Tuesday
Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-01-03,1,3,2023,Tuesday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-07-17,7,17,2023,Monday
Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-12-23,12,23,2023,Saturday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-06-24,6,24,2023,Saturday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-05-24,5,24,2023,Wednesday
Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-21,4,21,2023,Friday
Cake,5.0,3.0,15.0,Cash,Takeaway,2023-10-26,10,26,2023,Thursday
Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-11,5,11,2023,Thursday
Salad,4.0,5.0,20.0,Cash,Takeaway,2023-12-07,12,7,2023,Thursday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-09-01,9,1,2023,Friday
Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-03-28,3,28,2023,Tuesday
Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-02-26,2,26,2023,Sunday
Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-01-04,1,4,2023,Wednesday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-10-07,10,7,2023,Saturday
Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-05-21,5,21,2023,Sunday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-16,12,16,2023,Saturday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-30,1,30,2023,Monday
Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-09-25,9,25,2023,Monday
Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-06,3,6,2023,Monday
Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-25,2,25,2023,Saturday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-05-09,5,9,2023,Tuesday
Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-03,8,3,2023,Thursday
Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-05-13,5,13,2023,Saturday
Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-02-08,2,8,2023,Wednesday
Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-12-21,12,21,2023,Thursday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-04-30,4,30,2023,Sunday
Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-22,6,22,2023,Thursday
Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-07-15,7,15,2023,Saturday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-04-09,4,9,2023,Sunday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-03-26,3,26,2023,Sunday
Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-20,6,20,2023,Tuesday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-08-12,8,12,2023,Saturday
Coffee,1.0,2.0,2.0,Cash,In-store,2023-05-30,5,30,2023,Tuesday
Salad,1.0,5.0,5.0,Cash,Takeaway,2023-10-20,10,20,2023,Friday
Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-02-08,2,8,2023,Wednesday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-04-24,4,24,2023,Monday
Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-09-20,9,20,2023,Wednesday
Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-05-09,5,9,2023,Tuesday
Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-22,4,22,2023,Saturday
Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-07-12,7,12,2023,Wednesday
Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-11,1,11,2023,Wednesday
Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-11-21,11,21,2023,Tuesday
Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-02-28,2,28,2023,Tuesday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-02-04,2,4,2023,Saturday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-11-03,11,3,2023,Friday
Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-09-18,9,18,2023,Monday
Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-09,2,9,2023,Thursday
Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-06-10,6,10,2023,Saturday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-04-06,4,6,2023,Thursday
Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-09-02,9,2,2023,Saturday
Cake,4.0,3.0,12.0,Cash,In-store,2023-02-02,2,2,2023,Thursday
Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-10-19,10,19,2023,Thursday
Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-07,2,7,2023,Tuesday
Juice,2.0,3.0,6.0,Cash,Takeaway,2023-03-30,3,30,2023,Thursday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-09-05,9,5,2023,Tuesday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-01-13,1,13,2023,Friday
Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-08-30,8,30,2023,Wednesday
Tea,2.0,1.5,3.0,Cash,In-store,2023-11-10,11,10,2023,Friday
Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-10-18,10,18,2023,Wednesday
Salad,5.0,5.0,25.0,Cash,Takeaway,2023-05-05,5,5,2023,Friday
Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-23,3,23,2023,Thursday
Salad,1.0,5.0,5.0,Cash,In-store,2023-02-10,2,10,2023,Friday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-08,10,8,2023,Sunday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-11-24,11,24,2023,Friday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-29,4,29,2023,Saturday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-01-14,1,14,2023,Saturday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-02,12,2,2023,Saturday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-04-16,4,16,2023,Sunday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-07-11,7,11,2023,Tuesday
Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-24,12,24,2023,Sunday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-10-07,10,7,2023,Saturday
Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-10-25,10,25,2023,Wednesday
